# ---------------------------------- WARNING ----------------------------------------,,,,,,,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,,,,,,,
# for any damages resulting from its use.,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,,,,,,,,
# retrieved: 2017-02-20 18:45:56 EST       (vaww02),,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,,,,,
"#    USGS 0209734440 BOLIN CREEK AT VILLAGE DRIVE AT CHAPEL HILL, NC",,,,,,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Data provided for site 0209734440,,,,,,,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,,,,,,,
"#         86321       00065     00001     Gage height, feet (Maximum)",,,,,,,,,,,,,,
"#         86322       00065     00002     Gage height, feet (Minimum)",,,,,,,,,,,,,,
"#         86323       00065     00003     Gage height, feet (Mean)",,,,,,,,,,,,,,
"#         86324       00060     00001     Discharge, cubic feet per second (Maximum)",,,,,,,,,,,,,,
"#         86325       00060     00002     Discharge, cubic feet per second (Minimum)",,,,,,,,,,,,,,
"#         86326       00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,,,,,,,
#        ,,,,,,,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,,,,,,,
#     e  Value has been estimated.,,,,,,,,,,,,,,
# 5s,15s,20d,14n,10s,14n,10s,14n,10s,14n,10s,14n,10s,14n,10s
agency_cd,site_no,datetime,86321_00065_00001,86321_00065_00001_cd,86322_00065_00002,86322_00065_00002_cd,86323_00065_00003,86323_00065_00003_cd,86324_00060_00001,86324_00060_00001_cd,86325_00060_00002,86325_00060_00002_cd,86326_00060_00003,86326_00060_00003_cd
USGS,209734440,4/1/16,3.38,A,2.28,A,2.49,A,99,A,9.7,A,22,A
USGS,209734440,4/2/16,3.25,A,2.25,A,2.64,A,85,A,9,A,34,A
USGS,209734440,4/3/16,2.54,A,2.28,A,2.39,A,23,A,9.7,A,15,A
USGS,209734440,4/4/16,2.28,A,2.2,A,2.24,A,9.7,A,7.5,A,8.6,A
USGS,209734440,4/5/16,2.2,A,2.13,A,2.16,A,7.5,A,5.6,A,6.4,A
USGS,209734440,4/6/16,2.13,A,2.11,A,2.12,A,5.6,A,5.2,A,5.3,A
USGS,209734440,4/7/16,2.25,A,2.11,A,2.16,A,9,A,5.2,A,6.3,A
USGS,209734440,4/8/16,2.13,A,2.08,A,2.1,A,5.6,A,4.6,A,5,A
USGS,209734440,4/9/16,2.08,A,2.04,A,2.06,A,4.6,A,3.8,A,4.2,A
USGS,209734440,4/10/16,2.05,A,2.02,A,2.03,A,4,A,3.5,A,3.6,A
USGS,209734440,4/11/16,2.04,A,2.02,A,2.03,A,3.8,A,3.5,A,3.6,A
USGS,209734440,4/12/16,2.48,A,2.02,A,2.24,A,19,A,3.5,A,9.4,A
USGS,209734440,4/13/16,2.3,A,2.1,A,2.16,A,10,A,5,A,6.5,A
USGS,209734440,4/14/16,2.1,A,2.06,A,2.08,A,5,A,4.2,A,4.5,A
USGS,209734440,4/15/16,2.06,A,2.02,A,2.04,A,4.2,A,3.5,A,3.8,A
USGS,209734440,4/16/16,2.03,A,2,A,2.01,A,3.7,A,3.2,A,3.3,A
USGS,209734440,4/17/16,2,A,1.99,A,1.99,A,3.2,A,3,A,3.1,A
USGS,209734440,4/18/16,2,A,1.98,A,1.99,A,3.2,A,2.9,A,3,A
USGS,209734440,4/19/16,1.99,A,1.97,A,1.98,A,3,A,2.8,A,2.9,A
USGS,209734440,4/20/16,1.98,A,1.95,A,1.96,A,2.9,A,2.5,A,2.6,A
USGS,209734440,4/21/16,1.96,A,1.95,A,1.95,A,2.6,A,2.5,A,2.5,A
USGS,209734440,4/22/16,2.95,A,1.95,A,2.25,A,53,A,2.5,A,13,A
USGS,209734440,4/23/16,2.43,A,2.1,A,2.21,A,16,A,5,A,8.1,A
USGS,209734440,4/24/16,2.1,A,2.01,A,2.05,A,5,A,3.3,A,4.1,A
USGS,209734440,4/25/16,2.01,A,1.99,A,2,A,3.3,A,3,A,3.1,A
USGS,209734440,4/26/16,2,A,1.96,A,1.97,A,3.2,A,2.6,A,2.8,A
USGS,209734440,4/27/16,1.96,A,1.93,A,1.95,A,2.6,A,2.3,A,2.5,A
USGS,209734440,4/28/16,3.08,A,1.93,A,2.17,A,66,A,2.3,A,9.1,A
USGS,209734440,4/29/16,2.39,A,1.99,A,2.09,A,14,A,3,A,4.9,A
USGS,209734440,4/30/16,1.99,A,1.96,A,1.97,A,3,A,2.6,A,2.8,A
USGS,209734440,5/1/16,2.09,A,1.95,A,2,A,4.8,A,2.5,A,3.3,A
USGS,209734440,5/2/16,2.38,A,1.96,A,2.02,A,14,A,2.6,A,3.7,A
USGS,209734440,5/3/16,3.33,A,2,A,2.45,A,93,A,3.2,A,20,A
USGS,209734440,5/4/16,2.4,A,2.11,A,2.23,A,15,A,5.2,A,8.6,A
USGS,209734440,5/5/16,2.9,A,2.07,A,2.38,A,49,A,4.4,A,19,A
USGS,209734440,5/6/16,3.21,A,2.58,A,2.85,A,80,A,26,A,46,A
USGS,209734440,5/7/16,2.58,A,2.25,A,2.4,A,26,A,9,A,15,A
USGS,209734440,5/8/16,2.25,A,2.1,A,2.18,A,9,A,5,A,7,A
USGS,209734440,5/9/16,2.12,A,2.05,A,2.09,A,5.4,A,4,A,4.7,A
USGS,209734440,5/10/16,2.05,A,1.99,A,2.03,A,4,A,3,A,3.6,A
USGS,209734440,5/11/16,2,A,1.98,A,1.99,A,3.2,A,2.9,A,3,A
USGS,209734440,5/12/16,2.64,A,1.97,A,2.06,A,29,A,2.8,A,5.9,A
USGS,209734440,5/13/16,2.64,A,2.08,A,2.25,A,29,A,4.6,A,10,A
USGS,209734440,5/14/16,2.08,A,2,A,2.04,A,4.6,A,3.2,A,3.9,A
USGS,209734440,5/15/16,2,A,1.94,A,1.97,A,3.2,A,2.4,A,2.8,A
USGS,209734440,5/16/16,1.94,P,1.91,P,1.93,P,2.4,P,2,P,2.2,P
USGS,209734440,5/17/16,2.19,P,1.91,P,2.01,P,7.2,P,2,P,3.6,P
USGS,209734440,5/18/16,2.16,P,2.03,P,2.08,P,6.4,P,3.7,P,4.7,P
USGS,209734440,5/19/16,2.08,P,2,P,2.01,P,4.6,P,3.2,P,3.4,P
USGS,209734440,5/20/16,2.08,P,1.97,P,2,P,4.6,P,2.8,P,3.2,P
USGS,209734440,5/21/16,2.64,P,1.96,P,2.24,P,29,P,2.6,P,10,P
USGS,209734440,5/22/16,2.17,P,2.08,P,2.11,P,6.6,P,4.6,P,5.3,P
USGS,209734440,5/23/16,2.1,P,2.01,P,2.06,P,5,P,3.3,P,4.2,P
USGS,209734440,5/24/16,2.01,P,1.95,P,1.98,P,3.3,P,2.5,P,3,P
USGS,209734440,5/25/16,1.95,P,1.91,P,1.93,P,2.5,P,2,P,2.3,P
USGS,209734440,5/26/16,1.91,P,1.89,P,1.91,P,2,P,1.8,P,2,P
USGS,209734440,5/27/16,2,P,1.88,P,1.9,P,3.2,P,1.7,P,1.9,P
USGS,209734440,5/28/16,1.88,P,1.85,P,1.86,P,1.7,P,1.5,P,1.6,P
USGS,209734440,5/29/16,3,P,1.84,P,2.25,P,58,P,1.4,P,15,P
USGS,209734440,5/30/16,2.76,P,2.09,P,2.26,P,37,P,4.8,P,10,P
USGS,209734440,5/31/16,2.27,P,2,P,2.1,P,9.4,P,3.2,P,5,P
USGS,209734440,6/1/16,2,P,1.93,P,1.97,P,3.2,P,2.3,P,2.8,P
USGS,209734440,6/2/16,1.95,P,1.91,P,1.93,P,2.5,P,2,P,2.2,P
USGS,209734440,6/3/16,1.91,P,1.87,P,1.9,P,2,P,1.6,P,1.9,P
USGS,209734440,6/4/16,1.88,P,1.86,P,1.87,P,1.7,P,1.6,P,1.7,P
USGS,209734440,6/5/16,2.9,P,1.86,P,2.36,P,49,P,1.6,P,15,P
USGS,209734440,6/6/16,3.19,P,2.01,P,2.18,P,78,P,3.3,P,9.6,P
USGS,209734440,6/7/16,2.77,P,2.14,P,2.34,P,38,P,5.9,P,14,P
USGS,209734440,6/8/16,2.16,P,2,P,2.08,P,6.4,P,3.2,P,4.6,P
USGS,209734440,6/9/16,2,P,1.93,P,1.96,P,3.2,P,2.3,P,2.7,P
USGS,209734440,6/10/16,1.96,P,1.87,P,1.91,P,2.6,P,1.6,P,2,P
USGS,209734440,6/11/16,1.87,P,1.85,P,1.86,P,1.6,P,1.5,P,1.6,P
USGS,209734440,6/12/16,1.85,P,1.83,P,1.84,P,1.5,P,1.3,P,1.4,P
USGS,209734440,6/13/16,1.83,P,1.81,P,1.82,P,1.3,P,1.2,P,1.2,P
USGS,209734440,6/14/16,1.81,P,1.8,P,1.8,P,1.2,P,1.1,P,1.1,P
USGS,209734440,6/15/16,1.84,P,1.78,P,1.79,P,1.4,P,0.98,P,1.1,P
USGS,209734440,6/16/16,1.91,P,1.81,P,1.86,P,2,P,1.2,P,1.6,P
USGS,209734440,6/17/16,1.84,P,1.81,P,1.82,P,1.4,P,1.2,P,1.2,P
USGS,209734440,6/18/16,1.81,P,1.78,P,1.79,P,1.2,P,0.98,P,1,P
USGS,209734440,6/19/16,1.78,P,1.75,P,1.77,P,0.98,P,0.81,P,0.89,P
USGS,209734440,6/20/16,1.76,P,1.75,P,1.76,P,0.86,P,0.81,P,0.84,P
USGS,209734440,6/21/16,1.76,P,1.74,P,1.75,P,0.86,P,0.76,P,0.83,P
USGS,209734440,6/22/16,1.89,P,1.74,P,1.75,P,1.8,P,0.76,P,0.83,P
USGS,209734440,6/23/16,3.72,P,1.78,P,1.98,P,147,P,0.98,P,8.1,P
USGS,209734440,6/24/16,2.59,P,1.99,P,2.23,P,26,P,3,P,10,P
USGS,209734440,6/25/16,1.99,P,1.9,P,1.94,P,3,P,1.9,P,2.4,P
USGS,209734440,6/26/16,1.9,P,1.83,P,1.86,P,1.9,P,1.3,P,1.6,P
USGS,209734440,6/27/16,1.83,P,1.8,P,1.81,P,1.3,P,1.1,P,1.2,P
USGS,209734440,6/28/16,4.59,P,1.78,P,2.72,P,312,P,0.98,P,64,P
USGS,209734440,6/29/16,2.83,P,2.19,P,2.42,P,43,P,7.2,P,17,P
USGS,209734440,6/30/16,3.01,P,2.26,P,2.56,P,59,P,9,P,25,P
USGS,209734440,7/1/16,2.26,P,2.05,P,2.15,P,9,P,4,P,6.2,P
USGS,209734440,7/2/16,4.5,P,2.04,P,2.71,P,291,P,3.8,P,46,P
USGS,209734440,7/3/16,4.38,P,2.26,P,3.02,P,264,P,9,P,74,P
USGS,209734440,7/4/16,2.63,P,2.38,P,2.49,P,29,P,14,P,20,P
USGS,209734440,7/5/16,2.51,P,2.21,P,2.31,P,21,P,7.7,P,11,P
USGS,209734440,7/6/16,2.24,P,2.08,P,2.15,P,8.7,P,4.6,P,6.2,P
USGS,209734440,7/7/16,2.08,P,2.01,P,2.05,P,4.6,P,3.3,P,3.9,P
USGS,209734440,7/8/16,2.66,P,1.97,P,2.06,P,31,P,2.8,P,5,P
USGS,209734440,7/9/16,2.43,P,1.99,P,2.11,P,16,P,3,P,5.7,P
USGS,209734440,7/10/16,1.99,P,1.92,P,1.96,P,3,P,2.1,P,2.7,P
USGS,209734440,7/11/16,1.97,P,1.91,P,1.94,P,2.8,P,2,P,2.3,P
USGS,209734440,7/12/16,1.94,P,1.89,P,1.92,P,2.4,P,1.8,P,2.1,P
USGS,209734440,7/13/16,1.9,P,1.87,P,1.89,P,1.9,P,1.6,P,1.8,P
USGS,209734440,7/14/16,1.87,P,1.84,P,1.85,P,1.6,P,1.4,P,1.5,P
USGS,209734440,7/15/16,2.06,P,1.82,P,1.87,P,4.2,P,1.2,P,1.7,P
USGS,209734440,7/16/16,5.02,P,1.88,P,2.2,P,424,P,1.7,P,29,P
USGS,209734440,7/17/16,3.85,P,2.09,P,2.4,P,166,P,4.8,P,20,P
USGS,209734440,7/18/16,2.09,P,1.97,P,2.03,P,4.8,P,2.8,P,3.7,P
USGS,209734440,7/19/16,1.97,P,1.9,P,1.94,P,2.8,P,1.9,P,2.3,P
USGS,209734440,7/20/16,1.9,P,1.86,P,1.88,P,1.9,P,1.6,P,1.7,P
USGS,209734440,7/21/16,1.86,P,1.84,P,1.85,P,1.6,P,1.4,P,1.5,P
USGS,209734440,7/22/16,1.84,P,1.81,P,1.83,P,1.4,P,1.2,P,1.3,P
USGS,209734440,7/23/16,1.81,P,1.8,P,1.8,P,1.2,P,1.1,P,1.1,P
USGS,209734440,7/24/16,1.8,P,1.78,P,1.79,P,1.1,P,0.98,P,1,P
USGS,209734440,7/25/16,1.87,P,1.76,P,1.78,P,1.6,P,0.86,P,0.97,P
USGS,209734440,7/26/16,1.86,P,1.78,P,1.81,P,1.6,P,0.98,P,1.2,P
USGS,209734440,7/27/16,1.81,P,1.77,P,1.78,P,1.2,P,0.92,P,0.98,P
USGS,209734440,7/28/16,1.78,P,1.76,P,1.77,P,0.98,P,0.86,P,0.89,P
USGS,209734440,7/29/16,1.76,P,1.73,P,1.74,P,0.86,P,0.71,P,0.78,P
USGS,209734440,7/30/16,2.09,P,1.72,P,1.78,P,4.8,P,0.67,P,1.1,P
USGS,209734440,7/31/16,3.88,P,1.72,P,1.97,P,170,P,0.67,P,16,P
USGS,209734440,8/1/16,3.77,P,2.24,P,2.7,P,153,P,8.7,P,38,P
USGS,209734440,8/2/16,5.28,P,2.06,P,2.67,P,503,P,4.2,P,85,P
USGS,209734440,8/3/16,5.08,P,2.42,P,3.1,P,442,P,16,P,84,P
USGS,209734440,8/4/16,2.42,P,2.11,P,2.23,P,16,P,5.2,P,8.5,P
USGS,209734440,8/5/16,3.99,P,2.3,P,2.93,P,189,P,10,P,61,P
USGS,209734440,8/6/16,3.33,P,2.36,P,2.72,P,93,P,13,P,37,P
USGS,209734440,8/7/16,2.65,P,2.22,P,2.36,P,30,P,8.1,P,14,P
USGS,209734440,8/8/16,4.87,P,2.16,P,2.55,P,383,P,6.4,P,37,P
USGS,209734440,8/9/16,2.61,P,2.18,P,2.34,P,26,P,6.4,P,12,P
USGS,209734440,8/10/16,2.18,P,2.06,P,2.12,P,6.4,P,3.8,P,5.1,P
USGS,209734440,8/11/16,2.06,P,1.97,P,2.02,P,3.8,P,2.5,P,3.3,P
USGS,209734440,8/12/16,1.97,P,1.93,P,1.95,P,2.5,P,2,P,2.3,P
USGS,209734440,8/13/16,1.93,P,1.91,P,1.92,P,2,P,1.8,P,1.9,P
USGS,209734440,8/14/16,1.91,P,1.88,P,1.89,P,1.8,P,1.6,P,1.7,P
USGS,209734440,8/15/16,1.88,P,1.86,P,1.88,P,1.6,P,1.4,P,1.5,P
USGS,209734440,8/16/16,1.86,P,1.84,P,1.86,P,1.4,P,1.2,P,1.4,P
USGS,209734440,8/17/16,1.85,P,1.83,P,1.84,P,1.3,P,1.2,P,1.2,P
USGS,209734440,8/18/16,1.83,P,1.82,P,1.83,P,1.2,P,1.1,P,1.1,P
USGS,209734440,8/19/16,1.82,P,1.81,P,1.81,P,1.1,P,1,P,1,P
USGS,209734440,8/20/16,1.82,P,1.81,P,1.81,P,1.1,P,1,P,1.1,P
USGS,209734440,8/21/16,1.82,P,1.8,P,1.81,P,1.1,P,0.98,P,1,P
USGS,209734440,8/22/16,1.83,P,1.79,P,1.82,P,1.2,P,0.92,P,1.1,P
USGS,209734440,8/23/16,1.79,P,1.76,P,1.77,P,0.92,P,0.76,P,0.82,P
USGS,209734440,8/24/16,1.77,P,1.75,P,1.76,P,0.81,P,0.71,P,0.74,P
USGS,209734440,8/25/16,1.76,P,1.74,P,1.75,P,0.76,P,0.67,P,0.71,P
USGS,209734440,8/26/16,1.75,P,1.73,P,1.74,P,0.71,P,0.62,P,0.67,P
USGS,209734440,8/27/16,1.76,P,1.72,P,1.74,P,0.76,P,0.58,P,0.66,P
USGS,209734440,8/28/16,1.74,P,1.72,P,1.73,P,0.67,P,0.58,P,0.62,P
USGS,209734440,8/29/16,1.74,P,1.72,P,1.73,P,0.67,P,0.58,P,0.63,P
USGS,209734440,8/30/16,1.73,P,1.7,P,1.71,P,0.62,P,0.5,P,0.56,P
USGS,209734440,8/31/16,1.71,P,1.69,P,1.7,P,0.54,P,0.47,P,0.52,P
USGS,209734440,9/1/16,2.5,P,1.7,P,1.81,P,20,P,0.5,P,1.7,P
USGS,209734440,9/2/16,2.17,P,1.74,P,1.81,P,6.1,P,0.67,P,1.3,P
USGS,209734440,9/3/16,2.22,P,1.84,P,1.97,P,7.5,P,1.2,P,2.8,P
USGS,209734440,9/4/16,1.84,P,1.78,P,1.8,P,1.2,P,0.86,P,1,P
USGS,209734440,9/5/16,1.78,P,1.74,P,1.76,P,0.86,P,0.67,P,0.76,P
USGS,209734440,9/6/16,1.75,P,1.71,P,1.73,P,0.71,P,0.54,P,0.62,P
USGS,209734440,9/7/16,1.72,P,1.69,P,1.71,P,0.58,P,0.47,P,0.53,P
USGS,209734440,9/8/16,1.7,P,1.67,P,1.69,P,0.5,P,0.41,P,0.46,P
USGS,209734440,9/9/16,1.67,P,1.66,P,1.67,P,0.41,P,0.38,P,0.39,P
USGS,209734440,9/10/16,1.67,P,1.65,P,1.66,P,0.41,P,0.35,P,0.39,P
USGS,209734440,9/11/16,1.66,P,1.63,P,1.65,P,0.38,P,0.3,P,0.34,P
USGS,209734440,9/12/16,1.64,P,1.62,P,1.63,P,0.32,P,0.27,P,0.3,P
USGS,209734440,9/13/16,1.63,P,1.6,P,1.62,P,0.3,P,0.23,P,0.27,P
USGS,209734440,9/14/16,1.62,P,1.6,P,1.61,P,0.27,P,0.23,P,0.25,P
USGS,209734440,9/15/16,1.62,P,1.6,P,1.61,P,0.27,P,0.23,P,0.25,P
USGS,209734440,9/16/16,1.61,P,1.59,P,1.6,P,0.25,P,0.21,P,0.23,P
USGS,209734440,9/17/16,1.61,P,1.59,P,1.6,P,0.25,P,0.21,P,0.22,P
USGS,209734440,9/18/16,3.1,P,1.59,P,1.73,P,68,P,0.21,P,4.3,P
USGS,209734440,9/19/16,4.34,P,2.11,P,2.57,P,256,P,4.8,P,33,P
USGS,209734440,9/20/16,2.11,P,1.92,P,1.98,P,4.8,P,1.9,P,2.7,P
USGS,209734440,9/21/16,2.42,P,1.9,P,2.13,P,15,P,1.7,P,6.2,P
USGS,209734440,9/22/16,2.18,P,1.96,P,2.04,P,6.4,P,2.4,P,3.6,P
USGS,209734440,9/23/16,1.96,P,1.87,P,1.91,P,2.4,P,1.5,P,1.8,P
USGS,209734440,9/24/16,1.87,P,1.82,P,1.84,P,1.5,P,1.1,P,1.3,P
USGS,209734440,9/25/16,1.82,P,1.78,P,1.79,P,1.1,P,0.86,P,0.94,P
USGS,209734440,9/26/16,1.85,P,1.78,P,1.79,P,1.3,P,0.86,P,0.9,P
USGS,209734440,9/27/16,2.02,P,1.82,P,1.92,P,3.2,P,1.1,P,2,P
USGS,209734440,9/28/16,2.85,P,1.83,P,1.87,P,44,P,1.2,P,1.7,P
USGS,209734440,9/29/16,3.28,P,2.18,P,2.59,P,87,P,6.4,P,29,P
USGS,209734440,9/30/16,3.57,P,2.08,P,2.44,P,123,P,4.2,P,25,P
USGS,209734440,10/1/16,2.55,P,2.08,P,2.25,P,22,P,4.2,P,9.1,P
USGS,209734440,10/2/16,2.08,P,1.97,P,2.02,P,4.2,P,2.5,P,3.2,P
USGS,209734440,10/3/16,1.97,P,1.91,P,1.94,P,2.5,P,1.8,P,2.1,P
USGS,209734440,10/4/16,1.91,P,1.85,P,1.88,P,1.8,P,1.3,P,1.6,P
USGS,209734440,10/5/16,1.85,P,1.83,P,1.84,P,1.3,P,1.2,P,1.2,P
USGS,209734440,10/6/16,1.83,P,1.81,P,1.82,P,1.2,P,1,P,1.1,P
USGS,209734440,10/7/16,1.96,P,1.81,P,1.89,P,2.4,P,1,P,1.7,P
USGS,209734440,10/8/16,6.75,P,1.93,P,4.21,P,1120,P,2,P,370,P
USGS,209734440,10/9/16,4.19,P,2.5,P,3.08,P,226,P,17,P,70,P
USGS,209734440,10/10/16,2.5,P,2.18,P,2.31,P,17,P,5,P,9.1,P
USGS,209734440,10/11/16,2.18,P,2.07,P,2.12,P,5,P,3,P,3.9,P
USGS,209734440,10/12/16,2.07,P,2.02,P,2.04,P,3,P,2.4,P,2.7,P
USGS,209734440,10/13/16,2.02,P,1.97,P,1.99,P,2.4,P,1.8,P,2.1,P
USGS,209734440,10/14/16,1.97,P,1.93,P,1.95,P,1.8,P,1.5,P,1.6,P
USGS,209734440,10/15/16,1.93,P,1.92,P,1.93,P,1.5,P,1.4,P,1.4,P
USGS,209734440,10/16/16,1.92,P,1.91,P,1.91,P,1.4,P,1.3,P,1.3,P
USGS,209734440,10/17/16,1.91,P,1.9,P,1.91,P,1.3,P,1.2,P,1.3,P
USGS,209734440,10/18/16,1.9,P,1.88,P,1.89,P,1.2,P,1.1,P,1.2,P
USGS,209734440,10/19/16,1.9,P,1.89,P,1.89,P,1.2,P,1.2,P,1.2,P
USGS,209734440,10/20/16,1.9,P,1.88,P,1.89,P,1.2,P,1.1,P,1.1,P
USGS,209734440,10/21/16,1.9,P,1.88,P,1.88,P,1.2,P,1.1,P,1.1,P
USGS,209734440,10/22/16,1.91,P,1.87,P,1.89,P,1.3,P,1,P,1.2,P
USGS,209734440,10/23/16,1.88,P,1.86,P,1.87,P,1.1,P,0.98,P,1,P
USGS,209734440,10/24/16,1.88,P,1.86,P,1.87,P,1.1,P,0.98,P,1,P
USGS,209734440,10/25/16,1.87,P,1.87,P,1.87,P,1,P,1,P,1,P
USGS,209734440,10/26/16,1.87,P,1.86,P,1.86,P,1,P,0.98,P,0.99,P
USGS,209734440,10/27/16,1.89,P,1.85,P,1.87,P,1.2,P,0.92,P,1,P
USGS,209734440,10/28/16,1.89,P,1.87,P,1.88,P,1.2,P,1,P,1.1,P
USGS,209734440,10/29/16,1.87,P,1.86,P,1.87,P,1,P,0.98,P,1,P
USGS,209734440,10/30/16,1.88,P,1.87,P,1.87,P,1.1,P,1,P,1.1,P
USGS,209734440,10/31/16,1.9,P,1.87,P,1.88,P,1.2,P,1,P,1.1,P
USGS,209734440,11/1/16,1.87,P,1.86,P,1.86,P,1,P,0.98,P,1,P
USGS,209734440,11/2/16,1.92,P,1.86,P,1.87,P,1.4,P,0.98,P,1,P
USGS,209734440,11/3/16,1.91,P,1.87,P,1.88,P,1.3,P,1,P,1.1,P
USGS,209734440,11/4/16,1.9,P,1.88,P,1.89,P,1.2,P,1.1,P,1.2,P
USGS,209734440,11/5/16,2.13,P,1.88,P,2.04,P,4,P,1.1,P,2.8,P
USGS,209734440,11/6/16,2,P,1.91,P,1.95,P,2.1,P,1.3,P,1.7,P
USGS,209734440,11/7/16,1.91,P,1.87,P,1.88,P,1.3,P,1,P,1.1,P
USGS,209734440,11/8/16,1.87,P,1.86,P,1.86,P,1,P,0.98,P,1,P
USGS,209734440,11/9/16,1.87,P,1.84,P,1.86,P,1,P,0.86,P,0.97,P
USGS,209734440,11/10/16,1.88,P,1.85,P,1.86,P,1.1,P,0.92,P,0.98,P
USGS,209734440,11/11/16,1.86,P,1.85,P,1.85,P,0.98,P,0.92,P,0.93,P
USGS,209734440,11/12/16,1.86,P,1.84,P,1.85,P,0.98,P,0.86,P,0.91,P
USGS,209734440,11/13/16,1.86,P,1.84,P,1.85,P,0.98,P,0.86,P,0.9,P
USGS,209734440,11/14/16,2.05,P,1.85,P,1.93,P,2.8,P,0.92,P,1.6,P
USGS,209734440,11/15/16,2.02,P,1.91,P,1.94,P,2.4,P,1.3,P,1.6,P
USGS,209734440,11/16/16,1.91,P,1.88,P,1.9,P,1.3,P,1.1,P,1.2,P
USGS,209734440,11/17/16,1.88,P,1.86,P,1.87,P,1.1,P,0.98,P,1.1,P
USGS,209734440,11/18/16,1.87,P,1.86,P,1.86,P,1,P,0.98,P,0.99,P
USGS,209734440,11/19/16,1.87,P,1.83,P,1.85,P,1,P,0.81,P,0.94,P
USGS,209734440,11/20/16,1.94,P,1.84,P,1.89,P,1.6,P,0.86,P,1.2,P
USGS,209734440,11/21/16,1.89,P,1.85,P,1.87,P,1.2,P,0.92,P,1.1,P
USGS,209734440,11/22/16,1.88,P,1.85,P,1.86,P,1.1,P,0.92,P,0.99,P
USGS,209734440,11/23/16,1.86,P,1.85,P,1.86,P,0.98,P,0.92,P,0.95,P
USGS,209734440,11/24/16,1.87,P,1.85,P,1.86,P,1,P,0.92,P,1,P
USGS,209734440,11/25/16,1.88,P,1.83,P,1.86,P,1.1,P,0.81,P,0.98,P
USGS,209734440,11/26/16,1.84,P,1.82,P,1.83,P,0.86,P,0.76,P,0.81,P
USGS,209734440,11/27/16,1.86,P,1.82,P,1.84,P,0.98,P,0.76,P,0.86,P
USGS,209734440,11/28/16,1.83,P,1.81,P,1.82,P,0.81,P,0.71,P,0.76,P
USGS,209734440,11/29/16,1.85,P,1.82,P,1.84,P,0.92,P,0.76,P,0.86,P
USGS,209734440,11/30/16,1.88,P,1.85,P,1.87,P,1.1,P,0.92,P,1,P
USGS,209734440,12/1/16,1.92,P,1.88,P,1.9,P,1.4,P,1.1,P,1.3,P
USGS,209734440,12/2/16,1.88,P,1.84,P,1.85,P,1.1,P,0.86,P,0.94,P
USGS,209734440,12/3/16,1.86,P,1.82,P,1.84,P,0.98,P,0.76,P,0.87,P
USGS,209734440,12/4/16,1.91,P,1.84,P,1.85,P,1.3,P,0.86,P,0.93,P
USGS,209734440,12/5/16,2.14,P,1.91,P,2.03,P,4.2,P,1.3,P,2.6,P
USGS,209734440,12/6/16,2.27,P,1.94,P,2.05,P,7.5,P,1.6,P,3.1,P
USGS,209734440,12/7/16,2.18,P,1.95,P,2.03,P,5,P,1.6,P,2.6,P
USGS,209734440,12/8/16,1.95,P,1.9,P,1.92,P,1.6,P,1.2,P,1.4,P
USGS,209734440,12/9/16,1.9,P,1.87,P,1.89,P,1.2,P,1,P,1.2,P
USGS,209734440,12/10/16,1.88,P,1.85,P,1.87,P,1.1,P,0.92,P,1,P
USGS,209734440,12/11/16,1.87,P,1.85,P,1.86,P,1,P,0.92,P,0.98,P
USGS,209734440,12/12/16,1.87,P,1.86,P,1.87,P,1,P,0.98,P,1,P
USGS,209734440,12/13/16,1.87,P,1.85,P,1.86,P,1,P,0.92,P,1,P
USGS,209734440,12/14/16,1.85,P,1.84,P,1.84,P,0.92,P,0.86,P,0.89,P
USGS,209734440,12/15/16,1.85,P,1.83,P,1.84,P,0.92,P,0.81,P,0.85,P
USGS,209734440,12/16/16,1.87,P,1.83,P,1.85,P,1,P,0.81,P,0.93,P
USGS,209734440,12/17/16,1.88,P,1.82,P,1.84,P,1.1,P,0.76,P,0.89,P
USGS,209734440,12/18/16,1.88,P,1.85,P,1.86,P,1.1,P,0.92,P,0.97,P
